 3.720   0683111
 3.598   0683112
 3.354   0683113
 3.049   0683114
 2.866   0683115
 2.622   0683116
 2.195   0683118
 2.073   0683119
 1.951   0683120
 1.463   0683123
 1.402   0683124
 1.220   0683127
 1.159   0683129
 0.976   0683130
 0.793   0683131
 0.793   0683132
 0.732   0683133
 0.671   0683134
 0.610   0683135
 0.793   0683136
 1.037   0683137
 1.341   0683138
 1.646   0683139
 2.134   0683140
 2.561   0683141
 2.866   0683142
 2.988   0683143
 3.171   0683144
 3.049   0683145
 2.988   0683146
 2.744   0683147
 2.561   0683148
 2.317   0683149
 1.951   0683150
 1.890   0683151
 1.829   0683152
 1.829   0683153
 1.829   0683154
 1.829   0683155
 1.768   0683156
 2.012   0683158
 2.134   0683159
 2.073   0683160
 2.134   0683161
 2.012   0683162
 1.951   0683163
 1.768   0683164
 1.646   0683165
 1.280   0683166
 0.793   0683167
 0.366   0683168
 0.183   0683169
 0.061   0683170
 0.000   0683171
 0.122   0683172
 0.244   0683173
 0.610   0683174
 0.732   0683175
 1.098   0683176
 1.524   0683177
 1.951   0683178
 2.195   0683179
 2.500   0683180
 2.927   0683181
 3.232   0683182
 3.476   0683183
 3.476   0683184
 3.720   0683185
 3.780   0683186
 3.780   0683187
 3.659   0683188
 3.598   0683189
 3.415   0683190
 3.232   0683191
 2.927   0683192
 2.866   0683193
 2.683   0683194
 2.500   0683195
 2.439   0683196
 1.829   0683200
 1.768   0683202
 1.585   0683203
 1.524   0683204
 1.463   0683205
 1.402   0683206
 1.159   0683207
 0.854   0683208
 0.793   0683209
 0.671   0683210
 0.610   0683211
 0.427   0683212
 0.610   0683213
 0.793   0683214
 1.159   0683215
 1.341   0683216
 1.646   0683217
 1.951   0683218
 2.378   0683219
 2.500   0683220
 2.683   0683221
 2.500   0683222
 2.378   0683223
 2.195   0683224
 2.012   0683225
 1.768   0683226
 1.585   0683227
 1.463   0683228
 1.524   0683229
 1.707   0683230
 1.951   0683231
 2.073   0683232
 2.195   0683233
 2.378   0683234
 2.500   0683235
 2.622   0683236
 2.683   0683238
 2.683   0683239
 2.073   0683242
 1.402   0683244
 0.854   0683245
 0.427   0683246
 0.183   0683247
 -0.061  0683248
 -0.244  0683249
 -0.244  0683250
 -0.122  0683251
 0.244   0683252
 0.427   0683253
 0.793   0683254
 1.220   0683255
 1.524   0683256
 1.707   0683257
 2.012   0683258
 2.256   0683259
 2.561   0683260
 2.683   0683261
 2.927   0683262
 3.232   0683263
 3.537   0683264
 3.598   0683265
 3.780   0683266
 3.841   0683267
 3.963   0683268
 3.841   0683269
 3.780   0683270
 3.720   0683271
 3.598   0683272
 3.354   0683273
 3.232   0683274
 3.110   0683275
 2.866   0683276
 2.134   0683279
 1.829   0683281
 1.341   0683284
 1.159   0683285
 0.915   0683286
 0.671   0683287
 0.671   0683288
 0.549   0683289
 0.488   0683290
 0.427   0683291
 0.610   0683292
 0.793   0683293
 1.037   0683294
 1.220   0683295
 1.463   0683296
 1.890   0683297
 1.951   0683298
 2.134   0683299
 2.256   0683300
 2.317   0683301
 2.256   0683302
 2.378   0683303
 2.561   0683304
 2.683   0683305
 2.744   0683306
 2.744   0683307
 2.866   0683308
 2.805   0683309
 2.683   0683310
 2.622   0683311
 2.500   0683312
 2.439   0683313
 2.073   0683314
 2.012   0683315
 1.768   0683316
 0.976   0683320
 0.854   0683321
 0.549   0683322
 0.610   0683323
 0.488   0683324
 0.549   0683325
 0.610   0683326
 0.610   0683327
 0.793   0683328
 1.037   0683329
 1.159   0683330
 1.402   0683331
 1.524   0683332
 1.707   0683333
 1.890   0683334
 2.073   0683335
 2.195   0683336
 2.256   0683337
 2.622   0683338
 2.866   0683339
 3.232   0683340
 3.476   0683341
 3.841   0683342
 3.963   0683343
 4.207   0683344
 4.329   0683345
 4.512   0683346
 4.390   0683347
 4.146   0683348
 4.085   0683349
 3.720   0683350
 3.293   0683351
 2.683   0683352
 2.378   0683353
 1.951   0683354
 1.524   0683355
 1.037   0683356
 0.488   0683362
 0.549   0683363
 0.488   0683364
 0.732   0683365
 0.854   0683366
 1.098   0683367
 1.220   0683368
 1.524   0683369
 1.707   0683370
 1.890   0683371
 2.012   0683372
 2.317   0683373
 2.439   0683374
 2.439   0683375
 2.378   0683376
 2.439   0683377
 2.500   0683378
 2.256   0683379
 2.134   0683380
 2.012   0683381
 2.073   0683382
 2.012   0683383
 1.951   0683384
 1.951   0683385
 1.951   0683386
 1.890   0683387
 1.951   0683388
 1.829   0683389
 1.951   0683390
 1.890   0683391
 1.951   0683392
 1.768   0683393
 1.707   0683394
 1.585   0683395
 1.585   0683396
 1.280   0683397
 0.793   0683399
 0.610   0683400
 0.549   0683401
 0.427   0683402
 0.366   0683403
 0.244   0683404
